BESTDATE,BESTSTAT,NAMEADDR,Alias,LANDUSE,CASENO,PLNDESC,BPAPPLNO,DBIDESC,FirstFiled,COST,PROPUSE,APN,EntitlementStatus,NEIGHBORHOOD,PLANAREA,PLANDISTRICT,SUPDIST,ZONING,ZONEDISTRICTNAME,HEIGHTLIMIT,UNITS,UNITSNET,AFFORDABLE,AFFORDABLE_NET,RETAILCOMM_EXISTING,RETAILCOMM_PROPOSED,RETAILCOMM_NET,OFFICE_EXISTING,OFFICE_PROPOSED,OFFICE_NET,INDUSTRIAL_EXISTING,INDUSTRIAL_PROPOSED,INDUSTRIAL_NET,MEDICAL_EXISTING,MEDICAL_PROPOSED,MEDICAL_NET,VISITOR_EXISTING,VISITOR_PROPOSED,VISITOR_NET,CIE_EXISTING,CIE_PROPOSED,CIE_NET,SPONSOR,CONTACT,CONTACTPH,PLANNER,LOCATION
01/05/2015,BP FILED,1837 LARKIN ST,,Resident,,,201501054868,"ADD ONE DWELLING UNIT. RAISE THE ENTIRE BLDG 10'-0"" TO FILL-IN THE NEW IST FLR. NEW PARKING SPACES &",01/05/2015,$49000.00,APARTMENTS,APN 0596004,0,Nob Hill,,Northeast,SUPERVISORIAL DISTRICT 3,NCD-PACIFIC,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7948554571, -122.420173)"
03/16/2016,BP Filed,184 LONDON ST,,Resident,2016-004266PRJ,,201603162161,LEGALIZE AS BUILT UNITON LOWER FLOOR PER PLAN. ORDINANCE 43-14.,03/16/2016,$20000.00,2 FAMILY DWELLING,APN 6013009,0,Excelsior,,South Central,SUPERVISORIAL DISTRICT 11,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7263279883, -122.432852)"
12/14/2015,PL FILED,1850 BRYANT ST,,CIE,2015-011211PRJ,"Demolition of existing two story structure on Project Site and construction of new 68 foot, 202,927 square foot building to be used for service delivery and office space for nonprofit social service agencies.  The project would include 130 parking spaces",,,09/16/2015,$0.00,,APN 3970006,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",68-X,0,0,0,0,0,2939,2939,4600,0,-4600,0,0,0,0,0,0,0,0,0,0,172394,172394,,,,,"(37.7637350377, -122.410794)"
03/31/2015,BP FILED,1855 30TH AV,,Resident,,,201503312342,"LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE# 43-14. ADD 1 BEDROOM, 1 BATHROOM & 1 KITCHEN.",03/31/2015,$7000.00,2 FAMILY DWELLING,APN 2067002O,0,Outer Sunset,,Outer Sunset,SUPERVISORIAL DISTRICT 4,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7526737902, -122.488510)"
03/21/2016,CONSTRUCTION,1860 VAN NESS AV,,Mixres,2004.0890,"The proposed project is demolition of a gas station on a 8,960-gsf site at the corner of Van Ness Avenue and Washington Street and construction of a 8-story 58,065-gsf residential mixed-use structure with 35 dwelling units, and 35 parking spaces in two s",200602215057,"TO ERECT 7 STORIES, 35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.",12/20/2005,$1000000.00,APARTMENTS,APN 0619012,-1,Nob Hill,Van Ness Corridor,Northeast,SUPERVISORIAL DISTRICT 3,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",80-D,35,35,0,0,0,1625,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuija Catalano,Tuija Catalano,567-9000,JKUGLER,"(37.7929112553, -122.422414)"
05/01/2015,BP FILED,1870 MARKET ST,,Resident,2014.1060,,201505015151,ERECT AN 8 STORY 9 RESIDENTIAL UNITS AND COMMERCIAL BUILDING.,05/01/2015,$3200000.00,APARTMENTS,APN 0871004,0,Western Addition,Market and Octavia,Buena Vista,SUPERVISORIAL DISTRICT 8,NCT-3,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,85-X,9,9,0,0,0,1427,1427,500,0,-500,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7712613923, -122.424673)"
04/30/2012,BP ISSUED,1877 CHURCH ST,,Resident,2011.0722,,201103182398,RENOVATE GROUND FLOOR INTO A DWELLING UNIT. A HORIONTAL ADDITION @ THE REAR OF 302 SQ FT. INTERIOR R,03/18/2011,$150000.00,2 FAMILY DWELLING,APN 6656029,-1,Glen Park,,Central,SUPERVISORIAL DISTRICT 8,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7403321532, -122.426374)"
07/01/2013,CONSTRUCTION,188 BROAD ST,,Resident,,,201205039740,"NEW RESIDENTIAL UNIT TO BE ADDED @  GROUND FLOOR PER PLAN WITH 3 BEDROOMS, 3 BATHROOMS. 1 KITCHEN &",05/03/2012,$30000.00,2 FAMILY DWELLING,APN 7107023,-1,Ocean View,,Ingleside,SUPERVISORIAL DISTRICT 11,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7134244541, -122.458623)"
02/10/2016,CONSTRUCTION,1880 GOLDEN GATE AV,,Resident,,,201210041365,HORIZONTAL & VERTICAL ADDITION.  4 STORIES OVER BASEMENT. CONVERT SINGLE FAMILY DWELLING TO 3 FAMILY,10/04/2012,$200000.00,APARTMENTS,APN 1152018,-1,Western Addition,,Western Addition,SUPERVISORIAL DISTRICT 5,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7785793624, -122.441528)"
04/05/2013,BP FILED,1888 CLEMENT ST,,Mixres,2015-001076PRJ,VERTICAL ADDITION. REMODEL (E) 1 STORY COMMERCIAL TO BE A GARAGE WITH COMMERCIAL SPACE AT THE REAR AND ADD 3 STORIES OF RESIDENTIAL FLATS ON TOP.,201304053893,VERTICAL ADDITION.  REMODEL (E) 1 STORY COMMERCIAL TO BE A GARAGE WITH COMMERCIAL SPACE AT THE REAR AND ADD 3 STORIES OF RESIDENTIAL FLATS ON TOP.,04/05/2013,$350000.00,APARTMENTS,APN 1414061,0,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,NCD-OUTER CLEMENT,OUTER CLEMENT STREET NEIGHBORHOOD COMMERCIAL,40-X,3,3,0,0,2417,484,-1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,M C M I INVESTMENT LLC,,AKIRBY,"(37.7825211094, -122.479257)"
01/28/2016,BP ISSUED,189 COUNTRY CLUB DR,,Resident,,,201501135623,LEGALIZE AS BUILD KITCHEN ON 1ST FLOOR PER PLANS AS 2ND UNIT,01/13/2015,$31000.00,2 FAMILY DWELLING,APN 7277044,-1,Lakeshore,,Ingleside,SUPERVISORIAL DISTRICT 7,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7314199081, -122.496791)"
03/04/2014,PL APPROVED,19 - 25 MASON ST & 2 - 16 TURK ST,,Mixres,2012.0678,"Development of the two adjoining parking lots on either side of The Metropolis Hotel. The Metropolis will stay in place and continue as a hotel. The schematic design is to replace the existing surface parking lot with a residential development, including",,,08/14/2012,$39000000.00,,APN 0340002,-1,Downtown/Civic Center,Downtown,Downtown,SUPERVISORIAL DISTRICT 6,C-3-G,DOWNTOWN- GENERAL,120-X,110,110,0,0,0,2825,2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Kevlin,John Kevlin,415.567.9000,WWIETGRE,"(37.7837500961, -122.409494)"
10/15/2014,BP FILED,19 ARGUELLO BL,,Resident,,,201410158900,ERECT 3 STORIES OF ONE SINGLE FAMILY. N/A FOR MAHER ORDINANCE.,10/15/2014,$673090.00,1 FAMILY DWELLING,APN 1355004,0,Presidio Heights,,Richmond,SUPERVISORIAL DISTRICT 2,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7891288866, -122.459822)"
02/05/2016,BP Filed,190 HOLLADAY AV,,Resident,2016-002253PRJ,,201602058975,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.",02/05/2016,$425000.00,1 FAMILY DWELLING,APN 5532007,0,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7467388563, -122.405385)"
03/11/2016,CONSTRUCTION,203 RUSSIA AV,,Resident,,,201307021054,CHANGE OF USE FROM VACANT COMMERCIAL SPACE TO NEW RESIDENTIAL UNIT AT GROUND FLOOR.,07/02/2013,$100000.00,2 FAMILY DWELLING,APN 6086012C,-1,Excelsior,,South Central,SUPERVISORIAL DISTRICT 11,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7209188605, -122.435324)"
07/08/2015,BP FILED,1900 MISSION ST,,Mixres,2013.1330,"The proposed project would construct a 6-story building with ground floor retail space, second floor office space, and four floors of two and three-bedroom condos for a total of 9 residential units. The project would include 5 off-street parking spaces a",201507080963,"ERECT 7-STORY, TYPE 1, 11 DWELLING UNITS, AND RETAIL WITH 1 BASEMENT BUILDING.",09/16/2013,$2772350.00,APARTMENTS,APN 3554001,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 9,NCT-MISSION,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,80-B,9,9,0,0,0,712,712,0,1725,1725,1939,0,-1939,0,0,0,0,0,0,0,0,0,Kevin Stephens,Kevin Stephens,509-5661,DVU,"(37.7665356372, -122.420109)"
02/08/2016,CONSTRUCTION,191 BREWSTER ST,,Resident,2009.1018,"New 2,811 sqft single-family residence on vacant lot.",200609253193,"TO ERECT 4 STORIES, SINGLE FAMILY RESIDENCE.",09/25/2006,$287000.00,1 FAMILY DWELLING,APN 5577011,-1,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7436075773, -122.407175)"
08/08/2013,PL FILED,1911 QUESADA AV,,Resident,2013.1070,"Construct two new three-story single-family homes on two vacant lots; 4,460 sf on Lot 48 and 6,020 sf on Lot 49, off-street parking for two vehicles (one on each lot); create access easement on City property.",,TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,01/17/2007,$350000.00,1 FAMILY DWELLING,APN 5336048,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7353930182, -122.395590)"
08/18/2015,BP ISSUED,1914 20TH ST,,Resident,2015-007570PRJ,Construct 2 dwelling units on an empty lot,201302119939,"ERECT NEW 6 STORIES, 2 DWELLING UNITS BUILDING.",02/11/2013,$1570000.00,2 FAMILY DWELLING,APN 4071014,-1,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,HURLEY JAMES,,JBANALES,"(37.7599981028, -122.400514)"
03/09/2016,BP Filed,199 EVERSON ST,,Vacant,,,201603091553,CONSTRUCT (N) ACTIVITY ROOM/OFFICE IN A 1-STORY BUILDING,03/09/2016,$750000.00,OFFICE,APN 7544045,0,Glen Park,,Central,SUPERVISORIAL DISTRICT 8,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7390877716, -122.433079)"
11/13/2015,BP FILED,199 VIDAL DR,"PARKMERCED, PHASE I",Resident,2014.1370,,201511132572,CONSTRUCT (N) 4-STORY MULTI-UNIT RESIDENTIAL,09/08/2014,$12483258.00,APARTMENTS,APN 7308001,0,Lakeshore,Parkmerced,Ingleside,SUPERVISORIAL DISTRICT 7,PM-R,PARKMERCED-RESIDENTIAL,45-PM,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7205047819, -122.483875)"
03/21/2013,PL FILED,1995 EVANS AV,San Francisco Police Department Forensic Service Division & Traffic Company,MIPS,2013.0342,"The proposed project includes demolition of three existing buildings on the site (approximately 39,800 sf) and consturction of a new four-story, 65-foot tal, 105,150 sf building containing the San Francisco Police Department Forsenic Service Division and",,,03/21/2013,$27900000.00,,APN 5231002B,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",80-E,0,0,0,0,89200,175150,85950,0,0,0,39800,0,-39800,0,0,0,0,0,0,0,0,0,John T. Matthies,John T. Matthies,415-557-4659,EPURL,"(37.7460861371, -122.395526)"
05/12/2015,BP FILED,2 BONVIEW ST,,Resident,2015-006710PRJ,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",201505126084,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",05/12/2015,$700000.00,1 FAMILY DWELLING,APN 5613064,-1,Bernal Heights,,Bernal Heights,SUPERVISORIAL DISTRICT 9,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TWIN PEAKS INVESTMENTS LLC,,CTOWNES,"(37.7449816858, -122.415841)"
09/30/2015,PL APPROVED,2 BYRON CT,,Resident,2014.0922,Variance request to the rear yard requirement of P.C. Sec. 134 to permit the new construction of a single family dwelling on a vacant lot.,201312315425,ERECT A TWO STORY SINGLE FAMILY DWELLING.,12/31/2013,$200000.00,1 FAMILY DWELLING,APN 6489090,-1,Crocker Amazon,,South Central,SUPERVISORIAL DISTRICT 11,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7098754698, -122.443591)"
09/30/2013,PL FILED,2 HENRY ADAMS ST,,MIPS,2013.0689,The proposed project would convert current showroom space to office space. The are no proposed exterior changes proposed as part of this project except for relocation of the existing WTS. The project would require interior tenant improvements to accomoda,,,05/23/2013,$0.00,,APN 3910001,0,South of Market,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,PDR-1-D,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN",45-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7691122216, -122.404424)"
09/23/2015,BP FILED,2 VESTA ST,,Resident,,,201509237900,"COMPLY W/ NOV #201558471. LEGALIZE (E) INLAW UNIT ON GROUND FL INCLUDING LIGHT, ELECTRICAL OUTLETS &",09/23/2015,$60000.00,2 FAMILY DWELLING,APN 5403001,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7312411623, -122.400370)"
04/09/2015,BP FILED,2031 20TH AV,,Resident,,,201504093248,"HORIZONTAL & VERTICAL ADDITION. 1ST FLR: 2 BEDROOM, 1 KITCHEN, 1 LIVING RM. 2ND FLR: 2 BEDRMS 1 BATH",04/09/2015,$100000.00,2 FAMILY DWELLING,APN 2140004B,0,Outer Sunset,,Outer Sunset,SUPERVISORIAL DISTRICT 4,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7498245911, -122.477568)"
03/10/2016,CONSTRUCTION,200 - 214 06TH ST,,Mixres,2011.0119,"The proposed project is the demolition of an existing 144 room hotel buidling and construction of a new mixed - use building with 56 affordable dwelling units, approximately 3,074 sq.ft. of retail, and 15 off-street parking spaces.",201211295086,ERECT 9 STORY 67 DWELLING UNITS.,02/09/2011,$0.00,,APN 3731001,-1,South of Market,East SoMa (EN); South of Market,South of Market,SUPERVISORIAL DISTRICT 6,NCT-SOMA,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT,85-X,67,67,67,67,0,2550,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,CTEAGUE,"(37.7793793901, -122.407102)"
07/31/2014,PL APPROVED,200 BRIGHT ST,,Resident,2013.1410,Variance request to the rear yard requirement of P.C. Sec. 134(a)(1) to permit the conversion of a vacant commercial space to a second dwelling unit.  And a variance to P.C. Sec. 151.1 to only provide one parking space as only one currently exists.,,,10/04/2013,$18000.00,,APN 7091025,-1,Ocean View,,Ingleside,SUPERVISORIAL DISTRICT 11,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,2,1,0,0,980,0,-980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yingyu Cai,Yingyu Cai,415-321-0929,DWASHING,"(37.7145490695, -122.463356)"
01/22/2016,CONSTRUCTION,200 BROAD ST,,Mixres,08/20/2014,Demo church and build 3 story building: two dwelling units over office space and garage,200910209344,,06/14/2012,$400000.00,2 FAMILY DWELLING,APN 7106058,-1,Ocean View,,Ingleside,SUPERVISORIAL DISTRICT 11,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7133769843, -122.459183)"
04/15/2015,PL FILED,200 POTRERO AV,,CIE,2015-004756PRJ,"New construction of a two-floor 30,034 gsf gym in a building adjacent to the Potrero Center.",,,04/15/2015,$0.00,,APN 3931A001,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 10,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",68-X,0,0,0,0,0,0,0,0,0,0,16734,0,-16734,0,0,0,0,0,0,0,30034,30034,"Reuben, Junius & Rose, LLP",,4155679000,SMENDRIN,"(37.7667794985, -122.407991)"
12/31/2010,BP FILED,2006 KEITH ST,,Resident,,,201012317718,Multiple Permits,12/31/2010,$400000.00,1 FAMILY DWELLING,APN 5386001,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7286919043, -122.390310)"
02/01/2016,BP ISSUED,2008 KEITH ST,,Resident,,,201411030494,"CONSTRUCT (N) 3-STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.",11/03/2014,$300000.00,1 FAMILY DWELLING,APN 5386002,-1,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7285801736, -122.390410)"
03/17/2016,CONSTRUCTION,201 FOLSOM ST,LUMINA,Mixres,2000.1073,"Residential & Retail uses, and parking. Remove an existing US Postal Service surface parking lot and construct a new 38-40 story building with 806 residential units, ground floor retail, 806 off-street parking spaces for the residential use, 16 retail pa",201207124717,Multiple Permits,07/11/2002,$180000000.00,,APN 3746001,-1,South of Market,Rincon Hill,South of Market,SUPERVISORIAL DISTRICT 6,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,85/200-R,285,285,0,0,0,23505,23505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,MSNYDER,"(37.7884130260, -122.391516)"
05/07/2014,BP FILED,201 MISSOURI ST,,Resident,,,201405075174,ERECT 3 STORIES OF 2 DWELLING UNIT.,05/07/2014,$250000.00,2 FAMILY DWELLING,APN 4002024,0,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7636814953, -122.396319)"
08/26/2015,BP ISSUED,2014 10TH AV,,Resident,,,201407292392,CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-1,07/29/2014,$8000.00,2 FAMILY DWELLING,APN 2129001C,-1,West of Twin Peaks,,Inner Sunset,SUPERVISORIAL DISTRICT 7,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7506008118, -122.466181)"
02/04/2015,BP FILED,2018 19TH ST,,Resident,,,201502047444,CONSTRUCT (N) 4-STORY SINGLE FAMILY RESIDENTIAL.,02/04/2015,$625000.00,1 FAMILY DWELLING,APN 4030014,0,Potrero Hill,Showplace Square/Potrero Hill (EN),South of Market,SUPERVISORIAL DISTRICT 10,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7611512834, -122.402665)"
01/22/2016,CONSTRUCTION,202 BROAD ST,,Resident,,,200910209343,CONSTRUCTION OF 3-STORY TWO DWELLING UNITS.,10/20/2009,$700000.00,2 FAMILY DWELLING,APN 7106059,-1,Ocean View,,Ingleside,SUPERVISORIAL DISTRICT 11,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7133764123, -122.459288)"
05/13/2015,BP FILED,202 TEDDY AV (AKA 468 - 488 RUTLAND),,Resident,2015-006747PRJ,"Demolish one single-family residence, subdivide into three (3) lots, and construct three (3) new single-family residences.",201505136191,"DEMOLISH 1-STORY, TYPE V, SINGLE FAMILY DWELLING BUILDING.",05/13/2015,$5000.00,,APN 6209052,0,Visitacion Valley,,South Central,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TAM YIN KWAN,,JDISALVO,"(37.7148275880, -122.406552)"
07/14/2015,PL FILED,203 COTTER ST,,CIE,2015-003791PRJ,"Conditional Use Authorization to permit the change of use from neighborhood agricultural to educational and construct two two-story buildings totaling 12,250 sq. feet and two greenhouses.",,,07/14/2015,$0.00,,APN 6795A029,0,Outer Mission,,South Central,SUPERVISORIAL DISTRICT 11,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12250,12250,,,,NTRAN,"(37.7287566378, -122.436361)"
04/10/2014,CONSTRUCTION,2034 CLEMENT ST,,Resident,2010.0603,"Demo building at rear of property and construct a horizontal and vertical addition to the front building with a garage at the 1st floor and 3-unit residential building at the 2nd, 3rd and 4th floors.",201010253666,"ERECT 4 STORIES, 3 UNITS, TYPE 5 BUILDING.",07/20/2010,$700000.00,APARTMENTS,APN 1412019,-1,Outer Richmond,,Richmond,SUPERVISORIAL DISTRICT 1,NCD-OUTER CLEMENT,OUTER CLEMENT STREET NEIGHBORHOOD COMMERCIAL,40-X,3,3,0,0,0,0,0,2305,0,-2305,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7825240147, -122.481284)"
03/01/2016,PL FILED,2050 VAN NESS AV / 1675 PACIFIC AV,,Mixres,2014.1573,Replace existing structure on site with an 8-story multi-family residential project with ground floor retail and parking.,,,03/01/2016,$16920889.00,,APN 0595008,0,Nob Hill,Van Ness Corridor,Northeast,SUPERVISORIAL DISTRICT 3,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",80-D,44,44,0,0,0,1378,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7946321845, -122.422796)"
08/26/2015,CONSTRUCTION,2051 03RD ST,650 ILLINOIS ST,Resident,2010.0726,"Demolition of existing structures and the construction of a new 6-story, 65.4-ft-tall building with 71,225 sf of residential (97 dwellings) and 45 off-street parking spaces.",201406279814,"TO ERECT 6 STORIES, 1 BASEMENT, 93 RESIDENTIAL UNITS, (R-2,B,S-2)COMMERCIAL, MIXED USE BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 REQUIRED; ROUTE TO DPH **",08/23/2010,$0.00,APARTMENTS,APN 3994001B,-1,Potrero Hill,Central Waterfront (EN),South of Market,SUPERVISORIAL DISTRICT 10,UMU,URBAN MIXED USE,68-X,97,97,12,12,0,0,0,0,0,0,15349,0,-15349,0,0,0,0,0,0,0,0,0,,,,DVU,"(37.7636390852, -122.388361)"
01/08/2016,BP Filed,206 SAN JOSE AV,,Resident,2016-000578PRJ,,201601086723,ADD A DWELLING UNIT ( 1 BEDROOM) @ CURRENT GARAGE LEVEL OF BUILDING.,01/08/2016,$100000.00,APARTMENTS,APN 6513053,0,Mission,Mission (EN),Mission,SUPERVISORIAL DISTRICT 8,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7518284853, -122.421842)"
05/08/2015,BP FILED,2062 12TH AV,,Resident,,,201505085788,(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14.,05/08/2015,$6000.00,2 FAMILY DWELLING,APN 2131A026,0,Inner Sunset,,Inner Sunset,SUPERVISORIAL DISTRICT 7,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7496372570, -122.468057)"
05/19/2015,BP FILED,2065 QUESADA AV,,Resident,,,201505196638,"ERECT 3-STORY, TYPE V, SINGLE FAMILY DWELLING BUILDING.",05/19/2015,$90000.00,1 FAMILY DWELLING,APN 5335034,0,Bayview,Bayview Hunters Point,South Bayshore,SUPERVISORIAL DISTRICT 10,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"(37.7369959532, -122.398435)"
