BESTSTAT,BESTDATE,NAMEADDR,CASENO,BPAPPLNO,PROPUSE,BLKLOT,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFF,AFFNET,TOTAL_GSF,CIE,MED,MIPS,PDR,RET,VISIT,NET_GSF,CIENET,MEDNET,MIPSNET,PDRNET,RETNET,VISITNET,Entitlement,Alias,ZONING,ZONING_SIMPLIFY,HEIGHT,PLNNBRHOOD,PLNDISTRICT,SUPEDIST,SOURCE,PLANNER,FILEDATE,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,GEOGRAPHY
BP FILED,07/06/2007,623 40TH AV,,200707066144,2 FAMILY DWELLING,1583006,Resident,,VERTICAL AND HORIZONTAL ADDITION TO EXISTING 2 LEVEL BUILDING AND ADD 1 UNIT.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.77692561080, -122.50095611800)"
BP FILED,05/22/2006,622 29TH AV,,200605222098,1 FAMILY DWELLING,1571015C,Resident,,TWO FAMILY RESIDENCES. VERTIVCAL AND HORIZONTAL ADDITION AND REMODELING,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.77749613010, -122.48851145800)"
BP FILED,04/15/2008,411 28TH AV,,200804159772,2 FAMILY DWELLING,1460024,Resident,,"Add 2 stories over(e) 2 story S.F.D.convert into 2 units.1st flr: retain 2 car parking,bedrm,fam, ba",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.78157288840, -122.48829879000)"
BP FILED,12/01/2014,2877 FOLSOM ST,,201412012693,1 FAMILY DWELLING,6521025,Resident,,CONSTRUCT (N) 4-STORY SINGLE FAMILY DWELLING RESIDENCE.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.75129782240, -122.41362854100)"
BP FILED,07/29/2014,112 12TH AV,,201407292390,2 FAMILY DWELLING,1371039,Resident,,RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO NEW KITCHEN & CONVERT GROUND FLOOR T,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Inner Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.78591097540, -122.47074960400)"
BP FILED,03/30/2015,1160 PRAGUE ST,,201503302274,2 FAMILY DWELLING,6484024,Resident,,"LEGALIZE (E) UNAUTHORIZED UNIT PER SF ORDINANCE#43-14. ADD INSULATION, VERIFY ELECTRICAL GFI, ALTER",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,Crocker Amazon,South Central,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,,,"(37.71027135450, -122.43908736700)"
BP FILED,10/01/2014,339 CRESCENT AV,,201410017778,1 FAMILY DWELLING,5744016,Resident,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.73516711780, -122.41790542800)"
BP FILED,10/06/2014,601 29TH ST,,201410068159,2 FAMILY DWELLING,7537001,Resident,,UNIT LEGALIZATION ORDINANCE# 43-14. LEGALIZATION OF UNWARRANTED UNIT. 1 STUDIO UNIT WITH 1 BATHROOM.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.74315509540, -122.43358402000)"
BP FILED,12/31/2013,2337 TARAVAL ST,,201312315426,,2392037,Resident,,(FRONT BUILDING) CONSTRUCT NEW 3 STORY FRONT ADDITION INCLUDING 2 RESIDENTIAL UNITS AT 2ND & 3RD FLO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT,NCD,40-X,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,CASE TRACKING,MSMITH,,John Lau,John Lau,415 831-7180,,,,,"(37.74211206560, -122.49138775600)"
BP FILED,10/28/2014,268 GRAND VIEW AV,,201410280037,1 FAMILY DWELLING,2764010,Resident,,CONSTRUCT NEW 2-STORY SINGLE FAMILY RESIDENCE WITH GARAGE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.75394217140, -122.44154572700)"
BP FILED,10/15/2014,19 ARGUELLO BL,,201410158900,1 FAMILY DWELLING,1355004,Resident,,ERECT 3 STORIES OF ONE SINGLE FAMILY. N/A FOR MAHER ORDINANCE.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,Presidio Heights,Richmond,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,,,,,,,,,,"(37.78912888830, -122.45982181700)"
BP FILED,10/16/2014,628 29TH ST,,201410169094,1 FAMILY DWELLING,7536010,Resident,,"ERECT A TWO STORY SINGLE FAMILY DWELLING. (FRONT BUILDING, ADDRESS WILL BE ASSIGNED.) WF",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.74348266060, -122.43431853500)"
BP FILED,07/03/2008,427 MORAGA ST,,200807035945,2 FAMILY DWELLING,2039044,Resident,,"NEW 3RD FLOOR ADDITION TO (E); ADD MASTER BEDROOM W/BATH, BEDROOM AND FULL BATH AT GROUND FLOOR, INT",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Inner Sunset,Inner Sunset,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,,,,,,,,,"(37.75626693150, -122.46737928700)"
BP FILED,12/01/2006,1698 10TH AV,2007.053,200612018971,2 FAMILY DWELLING,1934023,Resident,The proposal is to construct a horizontal addition to northern side of the subject dwelling in order to incorporate a second dwelling unit and a second parking space in Zoning District RH-2. The addition is two stories and approximately 420 square feet o,HORIZONTAL ADDITION TO CONVERSE A SINGLE FAMILY DWELLING TO 2 UNIT RESIDENCE APPROX 397 SF ON 1/F AND 418 SF ON 2/F),2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Inner Sunset,Inner Sunset,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,June 04 2007,,,,,,,,"(37.75672484210, -122.46666169100)"
BP FILED,12/12/2014,37 BLAKE ST,2014.1555,201412123652,2 FAMILY DWELLING,1067009,Resident,Demolition of existing two-story single-family residence and construction of a four-story-plus-basement two-family residential building.,CONSTRUCT NEW 2-UNIT RESEDENTIAL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Presidio Heights,Richmond,SUPERVISORIAL DISTRICT 2,CASE TRACKING,LAJELLO,October 09 2014,Ahmad Mohazab,Ahmad Mohazab,415-362-5857,,,,,"(37.78305817680, -122.45164926500)"
BP FILED,03/31/2015,267 SAN CARLOS ST,,201503312380,APARTMENTS,3596025,Resident,,LEGALIZATION OF IN LAW DWELLING UNIT AT GROUND/BASEMENT. RENOVATE (E)  DWELLING UNIT TO COMPLY WITH,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,RESIDENTIAL TRANSIT ORIENTED- MISSION,RTO-M,45-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.75915971620, -122.41969588200)"
BP FILED,05/28/2009,473 11TH AV,,200905289263,2 FAMILY DWELLING,1533017,Resident,,"THREE STORY HORIZONTAL ADDITION AT REAR OF BUILDING, AND CHANGE FROM SINGLE FAMILY DWELLING TO TWO F",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Inner Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.77925462300, -122.46985138700)"
BP FILED,10/17/2012,811 CAPP ST,2015-002248PRJ,201210172213,1 FAMILY DWELLING,3642062,Resident,Modification to the existing approved Variance 2012.0202V to permit the addition of a dwelling unit within the existing building envelope.,TO COMPLY NOV#201170833 REFERENCE PA#2011-09-15-4679. REVISE BLDG 2 FT BY SISTERING NEW STUDS TO (E) STUDS. ADD SHEAR WALL PER DRAWINGS. LOWER LEVEL BUILD OUT W/ (N) KITCHEN & BATHRM UPSTAIRS.,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,RESIDENTIAL TRANSIT ORIENTED- MISSION,RTO-M,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,CASE TRACKING,JSPEIRS,February 26 2015,,NEWDOLL ROBERT,4154128935,FILED,February 26 2015,,,"(37.75369121220, -122.41716492000)"
BP FILED,03/09/2015,532 NATOMA ST,,201503090286,1 FAMILY DWELLING,3726062,Resident,,"CHANGE OF USE TO LEGALIZE (E) DWELLING UNITS.  REARRANGE LIVING AREA - ADD BEDROOMS, FAMILY, BATHROO",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SOUTH OF MARKET RESIDENTIAL ENCLAVE,RED,45-X,South of Market,Downtown,SUPERVISORIAL DISTRICT 6,PERMIT TRACKING,,,,,,,,,,"(37.77968575850, -122.40858221200)"
BP FILED,11/04/2014,831 CHENERY ST,,201411040616,1 FAMILY DWELLING,6738020,Resident,,CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Glen Park,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.73467028890, -122.43619857400)"
BP FILED,03/19/2015,2181 09TH AV,,201503191328,1 FAMILY DWELLING,2860004,Resident,,"TO ERECT 2 STORIES, 2 BASEMENT, SINGLE FAMILY HOUSE.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,West of Twin Peaks,Inner Sunset,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,,,,,,,,,"(37.74824793540, -122.46529565900)"
BP FILED,03/24/2015,428 GROVE ST,,201503241678,2 FAMILY DWELLING,793009,Resident,,"TO LEGALIZE THE (E) IN-LAW INTO 2 FAMILY RESIDENCE. ORDINANCE# 43-14. 1 BEDROOM, 1 BATH & 1 KITCHEN",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-3,40-X,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,,,,,,,,,,"(37.77793251660, -122.42374777100)"
BP FILED,02/24/2015,1594 GOLDEN GATE AV,,201502249184,APARTMENTS,753010,Resident,,"CONVERT COMMERCIAL UNIT INTO RESIDENTIAL APARTMENT. CONERSION INCLUDES: 1 BEDROOM, 1 BATHROOM, 1 KIT",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,,,,,,,,,,"(37.77921261280, -122.43676834600)"
BP FILED,02/17/2015,779 40TH AV,,201502178476,2 FAMILY DWELLING,1604003I,Resident,,LEGALIZATION OF DWELLING UNIT. ORDINANCE: 43-14. TO PROVIDE BICYCLE PARKING. TO INSTALL SELF-CLOSING,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.77410670830, -122.50070929100)"
BP FILED,03/12/2015,4820 FULTON ST,,201503120626,2 FAMILY DWELLING,1667024,Resident,,CONVERT(E)GROUND FL GARAGE & STORAGE TO GARAGE & SEPARATE DWELLING UNIT BY BLDG(E)INTERIOR GARAGE SP,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.77284883210, -122.48358719800)"
BP FILED,03/19/2015,844 33RD AV,,201503191386,APARTMENTS,1675016,Resident,,TO COMPLY WITH NOV #201470021 - LEGALIZE IN-LAW UNIT ST GROUND FLOOR AT REAR OF GARAGE AREA.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,,,"(37.77323424460, -122.49250925300)"
BP FILED,07/02/2007,2237 POLK ST,,200707025741,2 FAMILY DWELLING,550004,Resident,,ADD 1 STORY TO MAKE 1 ADDITIONAL RESIDENTIAL UNIT. ADD STRUCUTRAL BRACING ON GROUND FLOOR RESTAURANT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,POLK STREET NEIGHBORHOOD COMMERCIAL,NCD,65-A,Russian Hill,Northeast,SUPERVISORIAL DISTRICT 3,PERMIT TRACKING,,,,,,,,,,"(37.79748612070, -122.42234810800)"
PL FILED,01/29/2015,15 GUY PL,2015-000943PRJ,,,3749012,Resident,Demolish an existing single-family dwelling and construct a new two-family dwelling.,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,RINCON HILL DOWNTOWN RESIDENTIAL,RH DTR,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,DVU,January 29 2015,ZONE Consulting,,4158105116,FILED,January 29 2015,,,"(37.78630745780, -122.39435201500)"
BP FILED,11/03/2014,2008 KEITH ST,,201411030494,1 FAMILY DWELLING,5386002,Resident,,"CONSTRUCT (N) 3-STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,,,"(37.72858017170, -122.39041005900)"
BP FILED,11/19/2014,116 ELSIE ST,,201411191947,1 FAMILY DWELLING,5618007,Resident,,"TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.74282279530, -122.41789962500)"
BP FILED,10/10/2014,331 COLLINGWOOD ST,,201410108695,2 FAMILY DWELLING,2752024,Resident,,VERTICAL & HORIZONTAL ADDITION. LEGALIZE (E) 2ND DWELLING.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Castro/Upper Market,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.75707410820, -122.43543706800)"
BP FILED,04/15/2015,240 CHENERY ST,2015-003919PRJ,201504153735,1 FAMILY DWELLING,6685006A,Resident,Repair and renovation with a horizontal addition to an existing non-conforming unit within the rear yard.  Repairs are required due to fire damage.,"FRONT BLDG. ERECT 3-STORY, 1 BASEMENT, TYPE 5, 1 DWELLING UNIT BUILDING.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Glen Park,Central,SUPERVISORIAL DISTRICT 8,CASE TRACKING,MBOUDREA,March 27 2015,MAK Studio,,4158615646,FILED,March 27 2015,,,"(37.73833989370, -122.42656623700)"
BP FILED,01/17/2008,3342 STEINER ST,,200801172733,1 FAMILY DWELLING,491020,Resident,,Interior remodel of (E) second floor. Convert (E) office use to residential (1 unit).,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",NC-2,40-X,Marina,Marina,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,,,,,,,,,,"(37.80031300520, -122.43753469200)"
BP FILED,03/20/2015,4500 17TH ST,,201503201411,1 FAMILY DWELLING,2628034,Resident,,"ERECT 4-STORY, 1 BASEMENT, TYPE 5A, SINGLE FAMILY DWELLING UNIT BLDG.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Castro/Upper Market,Buena Vista,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,,,"(37.76207085070, -122.44542477600)"
BP FILED,02/12/2015,462 PRENTISS ST,,201502128133,1 FAMILY DWELLING,5701011,Resident,,"ERECT 3-STORY, TYPE 5, SINGLE FAMILY DWELLING UNITS.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.73747247010, -122.41238786600)"
BP FILED,02/17/2015,978 - 980 GUERRERO ST,2014.1363,201502178455,APARTMENTS,3618092,Resident,Variance request to the rear yard requirement of an existing NCU two unit residential structure.,"CONVERSION OF (E) BASEMENT & CRAWL SPACE INTO 3RD DWELLING UNIT.  CREATION OF SUNKEN TERRACE FOR (N) DWELLING UNIT W/IN REAR YARD, RECONSTRUCT REAR STAIR FROM TOP FL UNIT TO ACCOMMODATE SUNKEN TERRACE, ALTERATIONS TO FRONT YARD TO ACCOMMODAT FRONT ENTRY",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 8,CASE TRACKING,RSUCRE,September 05 2014,Brian Kaufman,,,CEQA,February 25 2015,,,"(37.75553060370, -122.42356322500)"
BP FILED,01/15/2015,1200 32ND AV,,201501155871,2 FAMILY DWELLING,1719012,Resident,,LEGALIZATION UNIT PER ORDINANCE 43-14. LEGALIZE AS-BUILD KITCHEN ON 1ST FLOOR PER PLAN AS 2ND UNIT.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,Outer Sunset,Outer Sunset,SUPERVISORIAL DISTRICT 4,PERMIT TRACKING,,,,,,,,,,"(37.76467478410, -122.49089755500)"
BP FILED,03/25/2015,1308 04TH AV,,201503251826,APARTMENTS,1758046,Resident,,LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT A PERMIT. REFERENCE BPA 2006-04-19-9300.  NEW HIGHT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Inner Sunset,Inner Sunset,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,,,,,,,,,,"(37.76407454010, -122.46065809000)"
BP FILED,05/14/2008,1331 FLORIDA ST,,200805142097,2 FAMILY DWELLING,4273018,Resident,,CONVERT EX. SINGLE FAMILY HOME INTO A 2UNIT BLDG. ADD A 240SF HORIZONTAL ADDITION TO THE EXISTING BL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.75005931980, -122.40953337300)"
BP FILED,03/21/2007,1366 SAN BRUNO AV,2008.0614,200703216793,,4263007,Resident,"Mandatory DR for res. demo.  The proposal would demolish an existing two-unit residential building, constructed in 1905, and construct a new three unit residential building.",DEMOLISH A 3 STORY 3 UNIT RESIDENTIAL BUILDING.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 10,CASE TRACKING,BFU,May 21 2008,Toby Morris,Toby Morris,749-0302,,,,,"(37.75222475630, -122.40459009800)"
BP FILED,10/22/2014,25 ALVARADO ST,2014.1591,201410229595,1 FAMILY DWELLING,3634025,Resident,Variance and Conditional Use requests to legalize an existing dwelling unit within the rear yard.,"
LEGALIZE EXISTING UNPERMITTED DWELLING UNIT LOCATED ON 2ND FLOOR OF GARAGE STRUCTURE IN THE REAR OF",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 8,CASE TRACKING,KDURANDE,October 16 2014,Kevin Clarke,Jace Levinson,510-452-2800,,,,,"(37.75419628980, -122.42190476100)"
BP FILED,01/05/2015,1837 LARKIN ST,,201501054868,APARTMENTS,596004,Resident,,"ADD ONE DWELLING UNIT. RAISE THE ENTIRE BLDG 10'-0"" TO FILL-IN THE NEW IST FLR. NEW PARKING SPACES &",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,NCD,40-X,Nob Hill,Northeast,SUPERVISORIAL DISTRICT 3,PERMIT TRACKING,,,,,,,,,,"(37.79485545710, -122.42017282600)"
BP FILED,12/15/2006,749 WISCONSIN ST,2006.1506,200612159955,2 FAMILY DWELLING,4098027,Resident,The proposal is to demolish a single-family house and constructing a two-unit structure.,ERECT 4 STORIES OF 2 DWELLING UNITS.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,CASE TRACKING,EJACKSON,December 14 2006,Mike Susoev,Daniel Ewald,255-0700,Withdrawn,,,,"(37.75799065860, -122.39869230200)"
BP FILED,02/11/2014,891 CAROLINA ST,,201402118267,2 FAMILY,4097027,Resident,,CHANGE OF USE. CONVERT (E) SINGLE FAMILY HOUSE TO 2-UNIT RESIDENCE W/HORIZ & VERT ADDITION. REMODEL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,BLDG PERMIT,,,,,,,,,,"(37.75745146010, -122.39961517200)"
BP FILED,03/31/2015,268 CLARA ST,,201503312413,1 FAMILY DWELLING,3753075,Resident,,ALTERATION TO (E) TYPE-N BLDG. VERTICAL ADDITION OF RES'D DWELLING UNIT. THE GROUND FLOOR & SECOND F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,MIXED USE-RESIDENTIAL,MUR,45-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,PERMIT TRACKING,,,,,,,,,,"(37.77835577900, -122.40405669800)"
BP FILED,02/10/2015,1110 YORK ST,,201502107933,2 FAMILY DWELLING,4209002,Resident,,ADD 2ND RESIDENTIAL UNIT. 1-STORY VERTICAL ADDITION. 3-STORY ADDITION TO THE SOUTH ELEVATION. PROVID,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.75402692200, -122.40857966000)"
PL FILED,08/08/2013,1911 QUESADA AV,2013.107,,1 FAMILY DWELLING,5336048,Resident,"Construct two new three-story single-family homes on two vacant lots; 4,460 sf on Lot 48 and 6,020 sf on Lot 49, off-street parking for two vehicles (one on each lot); create access easement on City property.",TO ERECT 1 DWELLING UNIT WITH 3 STORY NEW BUILDING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,August 08 2013,,,,,,,,"(37.73539301820, -122.39559042200)"
PL FILED,08/21/2014,37 RUTLEDGE ST,2014.1282,,,5557021,Resident,Variance request to the front setback requirement to permit new construction of a SFD with no front setback.,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,CASE TRACKING,RSUCRE,August 21 2014,"Golden Properties, LLC",Adam Phillips,415-498-0141,,,,,"(37.74502241040, -122.40624104600)"
BP FILED,03/06/2008,3301 FOLSOM ST,,200803066478,2 FAMILY DWELLING,5524045,Resident,,ADD ONE ADDITIONAL UNIT ON 1ST FLOOR AND BASEMENT. NO EXTERIOR EXPANSION,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,,,"(37.74503991460, -122.41302501200)"
BP FILED,06/20/2006,47 LEDYARD ST,,200606204561,1 FAMILY DWELLING,5395065,Resident,,ERECT 3 STORIES 1 DWELLING UNIT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,,,"(37.73330081900, -122.40177459500)"
