,Unnamed: 0,actdate,action,action_seq,address,aff,aff_dec,affnet,affordab_1,affordable,affordable_net,affordablenet,alias,apn,best_date,best_stat,beststat_group,block,bpapplno,building_type_id,caseno,centralsoma,cie,cie_existing,cie_net,cie_proposed,cienet,classified_neighborhood,contact,contactadd,contactcity,contactph,contactphone,cost,cult_inst_educ,dbi_actdate,dbi_action,dbi_filed,dbi_permit,dbi_permit_id,dbi_project_description,dbidesc,decdate,decision,descript,district,districtname,dname,entitled,entitlement,entitlementstatus,filedate,first_project_record_date,firstfiled,fullname,geography,height,height_lim,heightlimit,heightnum,industrial_existing,industrial_net,industrial_proposed,landuse,latest_project_record_date,latest_project_status,location,lot,med,medical,medical_existing,medical_net,medical_proposed,mednet,mips,mipsnet,neighborhood,net_added_sf,net_added_units,net_cult_inst_educ,net_gsf,net_medical,net_office,net_prod_dist_rep,net_ret_ent,net_visitor,new_rehab,objectid,office,office_existing,office_net,office_proposed,original_data_file,parking,parkingnet,pda,pdr,pdrnet,planarea,plandistrict,planner,planning_filed,planning_id,planning_project_description,planningdistrictscombo,pln_review,pln_reviewdate,plndesc,plndistrict,prod_dist_rep,project_dates,project_duration_days,project_statuses,propuse,report_quarter,report_year,ret,ret_ent,retailcomm_existing,retailcomm_net,retailcomm_proposed,retnet,sitearea,sizecat,sort,source,sponsor,sponsor_firm,sponsor_name,standardaddress,status_group,statusgroup,supdist,supedist,taz,tempselect,total_gsf,total_gsf_commercial,totalsqftestim,traffic_analysis_zone,units,unitsnet,visit,visitnet,visitor,visitor_existing,visitor_net,visitor_proposed,x,y,zonename,zoning,zoning_gen,zoning_generalized,zoning_sim,zoning_simplified,zoningdistrictname
14600,14600,,,,400 - 444 DIVISADERO ST,,,,,0.0,0.0,,,APN 1216017,2015-10-15,PL FILED,,,,,2015-007816PRJ,,,0.0,0.0,0.0,,Hayes Valley,,,,,,$0.00,,,,,,,,,,,,Western Addition,DIVISADERO STREET NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,,,,0.0,,2015-10-15,08/13/2015,,,,,65-A,,0.0,0.0,0.0,Mixres,2015-10-15,PL FILED,"(37.7734371145, -122.437121)",,,,0.0,0.0,0.0,,,,Western Addition,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,"1) Demolish existing car wash and gas station on Divisadero and two existing buildings on Oak; 2) Relocate one existing building on Oak to new location 50 feet to the east; and 3) Construct new 148,000 GSF residential building 4-6 stories in height, as w",,,"('2015-10-15', '2015-10-15')",0.0,"('PL FILED', 'PL FILED')",,1,2016,,,3330.0,4457.0,7787.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 5,,,,,,,,154.0,152.0,,,,0.0,0.0,0.0,37.7734371145,-122.43712099999999,,NCT-DIVISADERO,,,,,
4108,4108,,,11.0,655 BROTHERHOOD WY,,,,,,,,,7380038,2008-12-12,BP ISSUED,,7380,,,,,,,,,,Lakeshore,,1250 Addison #202,"Berkeley, CA 94702",,510.540.6594,,68842.0,,,20-Dec-07,200712200997,,Construct a new GYM/ performing arts center,,,,,,,,,,-1,,2008-12-12,20-Dec-07,William Bondy 510.540.6594,,,,40-X,,,,,CIE,2008-12-12,BP ISSUED,"655 Brotherhood Wy
(37.713588999999999, -122.474853)",038,,,,,,,,,"Ingleside, Other",15000.0,0.0,10000.0,,,,,5000.0,,,3098.0,,,,,data/raw/San_Francisco_Development_Pipeline_2013_Quarter_3.csv,,,,,,,,,,2005.0582,,,,,,,,"('2008-12-12', '2008-12-12', '2008-12-12', '2008-12-12', '2008-12-12')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",,3,2013,,5000.0,,,,,90724.0,,,,,Starkweather  Bondy  Architecture,William Bondy,,,BP Approved/Issued/Re-Instated,7.0,,402.0,,,73842.0,,,0.0,,,,,,,,37.713589,-122.474853,,RH-1(D),,Residential,,RH-1(D),
13464,13464,,,,24 ORD CT,,,,0.0,0.0,,,,APN 2619066,2013-10-21,BP FILED,,,201310219830.0,,2013.1522,,0.0,,,,0.0,Castro/Upper Market,Aidin Massoudi,,,415-922-0200,,,,,,,,,,"ERECT 4-STORY, 1 UNIT, TYPE 5, RESIDENTIAL BUILDING.",,,Variance request to the rear yard requirement of P.C. Sec. 134 to permit the construction of a second dwelling unit within the rear yard.,Buena Vista,"RESIDENTIAL- HOUSE, TWO FAMILY",,0.0,,,,2013-10-21,10/18/2013,,"(37.76394436140, -122.44061640300)",40-X,,,,,,,Resident,2013-10-21,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Castro/Upper Market,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_4.csv,,,,0.0,0.0,,,TWANG,,,,,,,,,,"('2013-10-21', '2013-10-21')",0.0,"('BP FILED', 'BP FILED')",1 FAMILY DWELLING,4,2015,0.0,,,,,0.0,,,,CASE TRACKING,Kenneth Tam,,,,,,SUPERVISORIAL DISTRICT 8,,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7639443614,-122.44061640299999,,,,,RH-2,,
4751,4751,,,,2775 SAN BRUNO AV,,,,,,,,,5450020,2008-08-21,BP FILED,,5450,,,,,,,,,,Portola,,,,,,,0.0,,,21-Aug-08,200808219735,,VERTICAL AND HORIZONTAL EXTENSIONS OF THE EXISTING BUILDING. WORK INCLUDES RAISING THE EXISTING BUIL,,,,,,,,,,,,2008-08-21,21-Aug-08,,,,,40-X,,,,,Mixres,2008-08-21,BP FILED,"2775 San Bruno Av
(37.726841, -122.403104)",20,,0.0,,,,,,,"South Central, Other",6375.0,1.0,0.0,,0.0,4250.0,0.0,2125.0,0.0,,2455.0,4250.0,,,,data/raw/San_Francisco_Development_Pipeline_2013_Quarter_4.csv,,,,,,,,,,,,,,,,,0.0,"('2008-08-21', '2008-08-21', '2008-08-21', '2008-08-21', '2008-08-21', '2008-08-21', '2008-08-21')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",,4,2013,,2125.0,,,,,2125.0,,BP Filed,,,,,,,,10.0,,57.0,,,6375.0,,,2.0,,,,0.0,,,,37.726841,-122.403104,,NC-2,,Mixed Use,,NC-2,
14660,14660,,,,450 OFARRELL ST,,,,,0.0,0.0,,,APN 0317007,2016-03-04,PL FILED,,,,,2013.1535,,,0.0,0.0,0.0,,Tenderloin,,,,,,$0.00,,,,,,,,,,,,Downtown,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",,,,0.0,,2016-03-04,10/18/2013,,,,,80-T-130-T,,0.0,0.0,0.0,Resident,2016-03-04,PL FILED,"(37.7861458355, -122.412403)",,,,0.0,0.0,0.0,,,,Downtown/Civic Center,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,"Fifth Church of Christ Scientist plans to demolish its existing facility and build a new church on the site.  In addition, the project includes housing.  The proposed project includes a blend of ""group occupancy"" and dwelling units.  Other uses include r",,,"('2016-03-04',)",0.0,"('PL FILED',)",,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 6,,,,,,,,184.0,184.0,,,,0.0,0.0,0.0,37.7861458355,-122.412403,,RC-4,,,,,
9153,9153,,,,3945 JUDAH ST,0.0,,0.0,,,,,,1809028,2014-12-31,BP FILED,,,201412314770.0,,,,0.0,,,,0.0,Sunset/Parkside,,,,,,,,,,,,,,"TO ERECT 4 STORIES, 1 BASEMENT, 6 UNITS RESIDENTIAL WITH COMMERCIAL BUILDING.",,,,Outer Sunset,"NEIGHBORHOOD COMMERCIAL, CLUSTER",,,,,,2014-12-31,,,"(37.76030615840, -122.50455910000)",40-X,,,,,,,Resident,2014-12-31,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Outer Sunset,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2014-12-31', '2014-12-31')",0.0,"('BP FILED', 'BP FILED')",APARTMENTS,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 4,,,,0.0,,,,6.0,6.0,0.0,0.0,,,,,37.7603061584,-122.5045591,,,,,NC-1,,
4376,4376,,,13.0,616 CAMBRIDGE ST,,,,,,,,,6034014,2013-08-30,CONSTRUCTION,,6034,,,,,,,,,,Portola,,,,,,,,,,16-Oct-12,201210162142,,"ERECT 3 STORIES , SINGLE FAMILY",,,,,,,,,,-1,,2013-08-30,16-Oct-12,,,,,40-X,,,,,Resident,2013-08-30,CONSTRUCTION,"616 Cambridge St
(37.723739799999997, -122.41731849999999)",014,,,,,,,,,"South Central, Other",0.0,1.0,,,,,,,,,4540.0,,,,,data/raw/San_Francisco_Development_Pipeline_2013_Quarter_3.csv,,,,,,,,,,,,,,,,,,"('2012-10-16', '2012-10-16', '2013-06-25', '2013-08-30')",0.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",,3,2013,,,,,,,0.0,,,,,,,,,Construction,,,900.0,,,0.0,,,1.0,,,,,,,,37.7237398,-122.41731850000001,,RH-1,,Residential,,RH-1,
8365,8365,,,,240 PACIFIC AV,,,0.0,,0.0,,,,0166003,2014-08-27,PL FILED,,,,,2013.1757,,0.0,,,,0.0,Financial District,Andrew Junius,,,,,,,,,,,,,,,,"The project site consists of three adjacent lots fronting both Battery Street and Pacific Avenue, which total 11,680 sf. The site is currently improved with surface parking lots and a single-story commercial sturcture. The project would demolish the exis",,,,,False,false,08/27/2014,2014-08-27,,,"(37.797846, -122.40007199999999)",,,84-E,,,,,Mixres,2014-08-27,PL FILED,,,0.0,,,,,0.0,0.0,0.0,Financial District,,,,625.0,,,,,,N,,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_4.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2014-03-18', '2014-08-27', '2014-08-27')",0.0,"('PL FILED', 'PL FILED', 'PL FILED')",,4,2014,2018.0,,,,,625.0,,20-49,Planning Filed,CASE TRACKING,Andrew Junius,,,240 Pacific Ave,,,,,,,2018.0,,,,31.0,31.0,0.0,0.0,,,,,37.797846,-122.400072,,,Commercial,,C-2,,COMMUNITY BUSINESS
726,726,,,,795 22ND ST,,,,,,,,,4172034B,2011-06-23,PL FILED,,4172,,,,,,,,,,Potrero Hill,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-23,,,,,,45-X,,,,,Mixres,2011-06-23,PL FILED,"795 22nd St
(37.757753, -122.388795)",034B,,,,,,,,,Central Waterfront,0.0,2.0,,,,,,0.0,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,06/23/2011 07:00:00 AM +0000,,Demolition of existing one-story building and new construction of four-story residential-over-commercial building. ,,,,,,,"('2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23', '2011-06-23')",0.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",,1,2012,,1850.0,,,,,0.0,,,,,,,,Planning Filed,,10.0,,521.0,,,1850.0,,,2.0,,,,,,,,37.757753,-122.388795,,NCT-2,,Mixed Use,,NCT-2,
4660,4660,,,13.0,641 27TH AV,,,,,,,,,1570003C,2013-07-17,CONSTRUCTION,,1570,,,,,,,,,,Outer Richmond,,"1360 9th Avenue, Ste. 210","San Francisco, CA 94122",,415-682-8060,,0.0,,,05-Nov-07,200711057313,,CONSTUCT NEW 4-STORY TYPE 5 SINGLE FAMILY 2-UNIT BLDG.,,,,,,,,,,-1,,2013-07-17,05-Nov-07,Gabriel  Ng 415-682-8060,,,,40-X,,,,,Resident,2013-07-17,CONSTRUCTION,"641 27th Av
(37.777245999999998, -122.487005)",003C,,0.0,,,,,,,Richmond,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,,974.0,0.0,,,,data/raw/San_Francisco_Development_Pipeline_2013_Quarter_3.csv,,,,,,,,,07-Jan-09,2009.0019,"To construct a 4-story, 2-unit building on a vacant lot in an RH-2 district.",,,,,,0.0,"('2011-12-09', '2011-12-09', '2011-12-09', '2013-04-19', '2013-06-04', '2013-07-17')",0.0,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",,3,2013,,0.0,,,,,2808.0,,,,,Gabriel Ng + Architects Inc.,Gabriel  Ng,,,Construction,1.0,,274.0,,,0.0,,,2.0,,,,0.0,,,,37.777246000000005,-122.48700500000001,,RH-2,,Residential,,RH-2,
14092,14092,,,,1532 OCEAN AV,,,,,0.0,0.0,,,APN 3196028,2014-09-10,BP FILED,,,201409106031.0,,,,,0.0,0.0,0.0,,West of Twin Peaks,,,,,,$100000.00,,,,,,,,"VERTICAL ADDITION. 2 STORY BUILDING ADDITION OVER EXISTING 2 STORY APT/RETAIL. ADD 4 BEDROOM, 3 BATH",,,,Ingleside,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT,,,,0.0,,2014-09-10,09/10/2014,,,,,45-X,,0.0,0.0,0.0,Resident,2014-09-10,BP FILED,"(37.7246970411, -122.458779)",,,,0.0,0.0,0.0,,,,West of Twin Peaks,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Balboa Park,,,,,,,,,,,,"('2014-09-10', '2014-09-10', '2014-09-10')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",APARTMENTS,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 7,,,,,,,,9.0,8.0,,,,0.0,0.0,0.0,37.7246970411,-122.458779,,NCT-OCEAN,,,,,
12459,12459,,,,94124,,,,,0.0,,0.0,,APN 4352007,2015-01-29,BP ISSUED,,,200710155436.0,,,,0.0,,,,0.0,Bayview Hunters Point,,,,,,,,,,,,,,"Erect a two stories builing for maintenance and operations facility with admininstrative offices for SFMuni. A-3 for lunch rm; B for Admin. off, locker rms, training conference, T.V. rm; H-4 for welding shop and elec. shop; S-2 for part storage, equip. r",,,,,,,-1.0,,,,2015-01-29,10/15/2007,,,65-J,,,,,,,MIPS,2015-01-29,BP ISSUED,"94124
(37.74925587320, -122.39097537900)",,0.0,,,,,0.0,88564.0,88564.0,Bayview,,,,81979.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,-6585.0,Bayview Hunters Point,South Bayshore,,,,,,,,,,,"('2015-01-29',)",0.0,"('BP ISSUED',)",FILLING/SERVICE STN,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 10,,,88564.0,,,,0.0,0.0,0.0,0.0,,,,,37.7492558732,-122.390975379,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",,,,PDR-2,,
14153,14153,,,,17 OTTAWA AV,,,,,0.0,0.0,,,APN 7044A018,2016-01-07,BP FILED,,,201601076555.0,,2016-000539PRJ,,,0.0,0.0,0.0,,Outer Mission,,,,,,$8000.00,,,,,,,,"LEGALIZE BASEMENT UNIT PER ORDINANCE# 43-14 - A BEDROOM, 1 STUDY ROOM, 1 BATHROOM 1 KITCHEN",,,,South Central,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,0.0,,2016-01-07,01/07/2016,,,,,40-X,,0.0,0.0,0.0,Resident,2016-01-07,BP FILED,"(37.7138227243, -122.444312)",,,,0.0,0.0,0.0,,,,Outer Mission,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2016-01-07',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 11,,,,,,,,2.0,1.0,,,,0.0,0.0,0.0,37.7138227243,-122.44431200000001,,RH-1,,,,,
6990,6990,,,,100 BUCHANAN ST,,,,,160.0,,160.0,,870003,2014-05-29,CONSTRUCTION,,,,,,,,,,,,Hayes Valley,,"1000 Broadway, Suite 300","Oakland, CA  94607",,510.267.4679,,,,,09/05/2012 12:00:00 AM,201209059005,,"BLDG 1 - ERECT 4 STORY, 2 BASEMENT, 116 DWELLING UNITS, TYPE 1A, NEW BUILDING. (AKA: 120, 188, 200 B",,,,,,,,,,-1,,2014-05-29,09/05/2012 12:00:00 AM,Ruthy  Bennett 510.267.4679,,,,50-X,50.0,,,,Resident,2014-05-29,CONSTRUCTION,"100 Buchanan St
(37.7708569, -122.4267431)",,,,,,,,,,Market Octavia,0.0,116.0,,,,,,,,,4517.0,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_2.csv,,,,,,,,,,2004.0773,,Market Octavia,,,,,,"('2014-05-29',)",0.0,"('CONSTRUCTION',)",,2,2014,,,,,,,,,Construction,,,AF Evans,Ruthy  Bennett,,,,,,243.0,,,0.0,,,116.0,,,,,,,,37.7708569,-122.42674309999998,,P/NC-3,,Public,,P,
11875,11875,,,,94122,,,,,0.0,,0.0,,APN 1934023,2006-12-01,BP FILED,,,200612018971.0,,2007.053,,0.0,,,,0.0,Inner Sunset,,,,,,,,,,,,,,HORIZONTAL ADDITION TO CONVERSE A SINGLE FAMILY DWELLING TO 2 UNIT RESIDENCE APPROX 397 SF ON 1/F AND 418 SF ON 2/F),,,,,,,0.0,,,,2006-12-01,12/01/2006,,,40-X,,,,,,,Resident,2006-12-01,BP FILED,"94122
(37.75672484210, -122.46666169100)",,0.0,,,,,0.0,0.0,0.0,Inner Sunset,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Inner Sunset,,,,,,,,The proposal is to construct a horizontal addition to northern side of the subject dwelling in order to incorporate a second dwelling unit and a second parking space in Zoning District RH-2. The addition is two stories and approximately 420 square feet o,,,"('2006-12-01',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 7,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7567248421,-122.466661691,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,RH-2,,
12246,12246,,,,94114,,,,,0.0,,0.0,,APN 2701A019,2014-04-14,PL FILED,,,,,2014.0543,,0.0,,,,0.0,Twin Peaks,,,,,,,,,,,,,,,,,,,,,0.0,,,,2014-04-14,04/14/2014,,,40-X,,,,,,,Resident,2014-04-14,PL FILED,"94114
(37.75878245710, -122.44116453100)",,0.0,,,,,0.0,0.0,0.0,Castro/Upper Market,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Central,,,,,,,,"RENOVATION OF AN (E) SINGLE FAMILY RESIDENCE INCLUDING REAR & VERTICAL ADDITIONS, CONSTRUCTION OF SECOND UNIT OF REAR ADDITION, ASSOCIATED STRUCTURAL, MECHANICAL, ELECTRICAL, PLUMBING,LANDSCAPING.",,,"('2014-04-14',)",0.0,"('PL FILED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 8,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7587824571,-122.441164531,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,RH-2,,
11518,11518,,,,94114,,,,,0.0,,0.0,,APN 3542008,2015-06-23,PL FILED,,,,,2014-002035PRJ,,0.0,,,,0.0,Castro/Upper Market,,,,4152527063,,,,,,,,,,,,,,,,,0.0,,,,2015-06-23,11/24/2014,,,50-X,,,,,,,Mixres,2015-06-23,PL FILED,"94114
(37.76714496130, -122.42993484000)",,0.0,,,,,0.0,0.0,0.0,Castro/Upper Market,,,,-1225.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,Market and Octavia,Buena Vista,DWASHING,,,,,,,Demolition of an existing one (1) story commercial building at 2140 Market Street including an existing commercial patio.  New construction of a five (5) story residential apartment building with partial basement and commercial space on the ground floor.,,,"('2015-06-23',)",0.0,"('PL FILED',)",,3,2015,1150.0,,,,,-1225.0,,,,CASE TRACKING,Forum Design,,,,,,,SUPERVISORIAL DISTRICT 8,,,1150.0,,,,27.0,27.0,0.0,0.0,,,,,37.7671449613,-122.42993484,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT,,,,NCT,,
12155,12155,,,,94116,,,,,0.0,,0.0,,APN 2140004B,2015-04-09,BP FILED,,,201504093248.0,,,,0.0,,,,0.0,Sunset/Parkside,,,,,,,,,,,,,,"HORIZONTAL & VERTICAL ADDITION. 1ST FLR: 2 BEDROOM, 1 KITCHEN, 1 LIVING RM. 2ND FLR: 2 BEDRMS 1 BATH",,,,,,,0.0,,,,2015-04-09,04/09/2015,,,40-X,,,,,,,Resident,2015-04-09,BP FILED,"94116
(37.74982459010, -122.47756795600)",,0.0,,,,,0.0,0.0,0.0,Outer Sunset,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Outer Sunset,,,,,,,,,,,"('2015-04-09',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 4,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.749824590100005,-122.477567956,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,RH-1,,
111,111,,,,1240 TWIN PEAKS BL,,,,,,,,,2821021,2010-05-26,BP APPROVED,,2821,,,,,,,,,,Twin Peaks,,,,,,,,,,10/22/2008 07:00:00 AM +0000,200810224853,,ERECT 3 STORY SINGLE FAMILY DWELLING.,,,,,,,,,,,,2010-05-26,,,,,,40-X,,,,,Resident,2010-05-26,BP APPROVED,"1240 Twin Peaks Bl
(37.746403, -122.450232)",021,,,,,,,,,Inner Sunset,0.0,1.0,,,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,,,"Proposed to escavate and ugrade an existing unimproved portion of the public right-of-way and construct : driveways,retaining walls, sidewalk improvements,landscaping.",,,,,,,"('2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26', '2010-05-26')",0.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",,1,2012,,,,,,,10421.0,,,,,,,,BP Approved/Issued/Re-Instated,,7.0,,151.0,,,0.0,,,1.0,,,,,,,,37.746403,-122.450232,,RH-1,,Residential,,RH-1,
9259,9259,,,,2405 32ND AV,0.0,,0.0,,,,,,2393002,2015-03-17,BP FILED,,,201503171144.0,,,,0.0,,,,0.0,Sunset/Parkside,,,,,,,,,,,,,,CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.,,,,Outer Sunset,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,,,2015-03-17,,,"(37.74200295320, -122.48991969500)",40-X,,,,,,,Resident,2015-03-17,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Parkside,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2015-03-17',)",0.0,"('BP FILED',)",1 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 4,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,,37.7420029532,-122.489919695,,,,,RH-1,,
14008,14008,,,,1490 OCEAN AV,,,,,0.0,0.0,,,APN 3197010,2016-02-16,CONSTRUCTION,,,200810315636.0,,2008.0538,,,0.0,0.0,0.0,,West of Twin Peaks,,,,,,$4050000.00,,,,,,,,"ERECT 4 STORIES COMMERCIAL & RESIDENTIAL, 13 DWELLING UNITS BUILDING.",,,,Ingleside,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT,,,,-1.0,,2016-02-16,05/15/2008,,,,,45-X,,0.0,0.0,0.0,Resident,2016-02-16,CONSTRUCTION,"(37.7245330026, -122.457882)",,,,0.0,0.0,0.0,,,,West of Twin Peaks,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Balboa Park,,MSMITH,,,,,,,Demolition of an existing gas station with accessory use and construction of a 4-story building with 13 residential units over commercial space and a 13-car garage.,,,"('2015-12-09', '2016-02-16')",0.0,"('CONSTRUCTION', 'CONSTRUCTION')",,1,2016,,,9823.0,-5666.0,4157.0,,,,,,David Silverman,,,,,,SUPERVISORIAL DISTRICT 7,,,,,,,,13.0,13.0,,,,0.0,0.0,0.0,37.724533002600005,-122.45788200000001,,NCT-OCEAN,,,,,
597,597,,,,451 34TH AV,,,,,,,,,1466009,2009-07-16,PL APPROVED,,1466,,,,,,,,,,Outer Richmond,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-16,,,,,,40-X,,,,,Resident,2009-07-16,PL APPROVED,"451 34th Av
(37.780587, -122.494603)",009,,,,,,,,,Richmond,0.0,1.0,,,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2012_Quarter_1.csv,,,,,,,,,07/24/2008 07:00:00 AM +0000,,"Vertical and horizontal addition of a 2-story single-family residence. Proposed 3-story with basement, 2-unit resindetial building.",,,,,,,"('2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16', '2009-07-16')",0.0,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",,1,2012,,,,,,,3000.0,,,,,,,,PL Approved,,1.0,,295.0,,,0.0,,,2.0,,,,,,,,37.780587,-122.494603,,RH-2,,Residential,,RH-2,
13695,13695,,,,851 TENNESSEE ST,,,,0.0,0.0,,,,APN 4059010,2013-06-11,PL FILED,,,,,2013.0775,,0.0,,,,0.0,Potrero Hill,Ahmad Larizadeh,,,415.716.9099,,,,,,,,,,,,,Construct new school,South of Market,URBAN MIXED USE,,0.0,,,,2013-06-11,06/11/2013,,"(37.76102247170, -122.38923905300)",58-X,,,,,,,Retail/Ent,2013-06-11,PL FILED,,,0.0,,,,,0.0,0.0,0.0,Potrero Hill,,,,2709.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_4.csv,,,,0.0,0.0,Central Waterfront (EN),,CESPIRIT,,,,,,,,,,"('2013-06-11', '2013-06-11')",0.0,"('PL FILED', 'PL FILED')",,4,2015,2709.0,,,,,2709.0,,,,CASE TRACKING,Ahmad Larizadeh,,,,,,SUPERVISORIAL DISTRICT 10,,,,2709.0,,,,0.0,0.0,0.0,0.0,,,,,37.7610224717,-122.389239053,,,,,UMU,,
