APN,NAMEADDR,BESTSTAT,BESTDATE,CASENO,BPAPPLNO,PROPUSE,NEW_REHAB,Alias,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFFORDABLE,AFFORDABLENET,EntitlementStatus,PARKING,PARKINGNET,TOTAL_GSF,NET_GSF,CIE,CIENET,MED,MEDNET,MIPS,MIPSNET,PDR,PDRNET,RET,RETNET,VISIT,VISITNET,FILEDATE,PLANNER,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,SOURCE,SupeDistrict,PLANAREA,PLNDISTRICT,NEIGHBORHOOD,ZONING_SIM,DISTRICTNAME,HEIGHT_LIMIT,X,Y,geography
APN 4591C082,52 INNES CT,BP ISSUED,06/29/2015,,201412053180,APARTMENTS,R,,Resident,,ADDITION FLOOR ADDED TO THE BUILDING TAKING UNIT COUNT FROM 28 TO 36. ADDITIONAL PARKING WAS ADDED.,36,8,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42184 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,HP-RA,SEE HUNTERS POINT REDEVELOPMENT PLAN,HP-RA,-122.367469422,37.727688799,"(37.72768879900, -122.36746942200)"
APN 1408001,301 25TH AV,PL FILED,06/17/2015,2014.0952PRJ,,,N,,Mixres,"Demolish existing structures.  Subdivide into 3 parcels.  Lot 1:  4-story building with retail and parking at ground floor; residential and open space at floors 2, 3 & 4.  Lots 2 & 3:  4-story building with parking and open space at ground floor and resi",,9,9,0,0,0,0,0,24718,23696,0,0,0,0,0,0,24718,23696,0,0,0,0,04/09/2015,SLAI,Double AA Corp.,Wisfe Aish,650-589-7722,FILED,01/01/42172 12:00:00 AM,,,CASE TRACKING,D1,,Richmond,Outer Richmond,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",40-X,-122.485260776,37.7836246512,"(37.78362465120, -122.48526077600)"
APN 3753089,265 Shipley Street,PL FILED,08/15/2014,2013.1549,,,N,,Resident,"The proposed project would include a lot merger of Lots 089 & 090 and construction of a new 5 story, 9 unit residential building, with 6 off-street parking spaces located in a below-grade garage.",,9,9,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/15/2014,DDWYER,Peter  Naughton,Robert  Edmonds,415 285-1300,,,,,CASE TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,MUR,MIXED USE-RESIDENTIAL,45-X,-122.40406305,37.7786482969,"(37.77864829690, -122.40406305000)"
APN 3521053A,33 NORFOLK ST,PL FILED,04/17/2014,2014.0008,,APARTMENTS,N,,Resident,"The project sponsor proposes to merge Lots 053A and 093 and to replace the existing commercial building and parking lot with a 5-story mixed use building.  The project will have 9 residential units and approximately 1,250 s.f. of commercial space. The pr",ERECT 5-STORY COMMERCIAL & MULTI UNIT RESIDENTIAL,9,9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/17/2014,CTOWNES,,,,,,,,PERMIT TRACKING,D6,Western SoMa (EN); South of Market,Mission,South of Market,WMUG,WSOMA MIXED USE-GENERAL,55-X,-122.413855895,37.7711554017,"(37.77115540170, -122.41385589500)"
APN 0339006,130 TURK ST,CONSTRUCTION,11/04/2013,2005.031,200605232239,,,,Mixres,"convert vacant commercial building (retail / bathhouse) to up to 28 dwelling units (needs ""EE"")","CONVERSION OF (E) 3 STORY OVER BASEMENT BLDG. TO A 5 STORY OVER BASEMENT BLDG. WITH G/F OFFICE PSACE, 9 RESIDENTIAL UNITS AT UPPER FLOORS AND PARKING AT BASEMENT. THE HISTORICAL FACADE AT TURK STREET TO BE RESTORED WITH NEW G/F STORE FRONT AND GARAGE DOO",9,9,0,0,-1,0,0,4999,-6116,0,0,0,0,0,0,0,0,4999,-6116,0,0,03/30/2005,JMILLER,Suheil Shatara,Suheil Shatara,512 - 7566,,,"ROUGH FRAME, PA",01/01/41582 12:00:00 AM,CASE TRACKING,D6,,Downtown,Downtown/Civic Center,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",80-T-120-T,-122.411457161,37.7834131336,"(37.78341313360, -122.41145716100)"
APN 1202002B,650 DIVISADERO ST,PL FILED,08/26/2014,2013.1037,,,N,,Resident,Existing 1-story auto repair warehouse building to be partially demolished in which part a 5-story 9-unit residential condominium building to be built.  The remaining portion of the building to be remodeled into 3 independent commercial  2 restaurants an,,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/26/2014,SLAI,Warner Schmalz,Warner Schmalz,415-252-7063,,01/01/41578 12:00:00 AM,,,CASE TRACKING,D5,,Western Addition,Western Addition,NCD,DIVISADERO STREET NEIGHBORHOOD COMMERCIAL DISTRICT,65-A,-122.437587842,37.7757418191,"(37.77574181910, -122.43758784200)"
APN 3559001,2201 MARKET STREET,PL FILED,06/09/2014,2014.0161,,,N,,Mixres,"The proposed project is the demolition of an (existing) 2-story commercial building and the construction of a (new) 6-story, mixed-use commercial and 9-unit residential building. The proposed project would have a below-grade garage with 7 off-street park",,9,9,0,0,0,7,7,2500,-1288,0,0,0,0,0,0,0,0,2500,-1288,0,0,06/09/2014,DVU,Chris Foley,Chris Foley,361-4803,,01/01/41722 12:00:00 AM,,,CASE TRACKING,D8,Market and Octavia,Central,Castro/Upper Market,NCT,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT,60/65-X,-122.431194063,37.7653602585,"(37.76536025850, -122.43119406300)"
APN 3576062,645 VALENCIA ST,PL FILED,01/30/2014,2013.1339,,,N,,Mixres,The proposed project would construct a new mixed use commercial/residential building and demolition an existing commercial building. The new building would be 55 feet tall with 868 square-feet of ground floor commercial; 5 residential parking spaces; and,,9,9,0,0,0,0,0,868,-4382,0,0,0,0,0,0,0,0,868,-4382,0,0,01/30/2014,TSHEYNER,Toby Morris,Edward Morris,415-749-0302,,,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,-122.421373035,37.7624999187,"(37.76249991870, -122.42137303500)"
APN 4108003F,2420 03RD ST,BP FILED,05/08/2014,2013.0673,201405085278,,N,,Mixres,The proposed project would involve new construction of a 3-story with mezzanine mixed use building with 9 residential units and one commercial unit located at ground level. The project would have no off-street parking and 12 bicycle parking spaces.,"ERECT 3 STORIES , 9 DWELLING UNITS, TYPE 5 BUILDING",9,9,0,0,0,0,0,475,475,0,0,0,0,0,0,0,0,475,475,0,0,06/09/2014,JNAVARRE,Angus McCarthy,,,,,,,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,45-X,-122.38872197,37.7589406236,"(37.75894062360, -122.38872197000)"
APN 0317005,436 OFARRELL ST,BP FILED,08/05/2008,2009.0258,200808058406,APARTMENTS,R,,Resident,Conversion of nine offices into nine residential units.  One on-site BMR unit will be provided on-site.  All work will occur within the existing building.  Conditional Use Authorization required for reduction of off-street parking requirements in NOMARSU,CONVERTING OF NINE OFFICES TO NINE RESIDENTIAL UNITS,9,9,0,0,-1,0,0,0,-9709,0,0,0,0,0,-9709,0,0,0,0,0,0,04/01/2009,PLAVALLE,,,,Approved,01/01/41761 12:00:00 AM,,,PERMIT TRACKING,D6,,Downtown,Downtown/Civic Center,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",80-T-130-T,-122.411998727,37.7861061159,"(37.78610611590, -122.41199872700)"
APN 3554001,1900 MISSION STREET,BP FILED,07/08/2015,2013.133,201507080963,APARTMENTS,N,,Mixres,"The proposed project would construct a 6-story building with ground floor retail space, second floor office space, and four floors of two and three-bedroom condos for a total of 9 residential units. The project would include 5 off-street parking spaces a","ERECT 7-STORY, TYPE 1, 11 DWELLING UNITS, AND RETAIL WITH 1 BASEMENT BUILDING.",9,9,0,0,0,0,0,2437,498,0,0,0,0,1725,1725,0,-1939,712,712,0,0,09/16/2013,DVU,Kevin Stephens,Kevin Stephens,509-5661,FILED,01/01/42153 12:00:00 AM,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,80-B,-122.420108701,37.7665356363,"(37.76653563630, -122.42010870100)"
APN 4591C045,451 HUDSON AV,CONSTRUCTION,07/28/2015,,201202295147,APARTMENTS,,,Resident,,"TO ERECT 3 STORIES, 9 UNITS RESIDENTIAL BUILDING WITH PRIVATE PARKING.",9,9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2012,,,,,,,ROUGH FRAME,01/01/42213 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",HP-RA,-122.368894098,37.7287620644,"(37.72876206440, -122.36889409800)"
APN 0871004,1870 MARKET ST,BP FILED,05/01/2015,,201505015151,APARTMENTS,N,,Resident,,ERECT AN 8 STORY 9 RESIDENTIAL UNITS AND COMMERCIAL BUILDING.,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,Market and Octavia,Buena Vista,Western Addition,NCT-3,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,85-X,-122.42467252,37.7712613923,"(37.77126139230, -122.42467252000)"
APN 7331005,266 SUMMIT WY,BP FILED,06/29/2015,,201506290137,1 FAMILY DWELLING,N,,Resident,,ERECT A TWO STORY SINGLE FAMILY DWELLING.,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D7,Parkmerced,Ingleside,Lakeshore,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.475835983,37.7152862719,"(37.71528627190, -122.47583598300)"
APN 0185029,1469 PACIFIC AV,PL FILED,07/10/2013,2013.0915,201210313210,,,,Mixres,Multi-unit residential. Changing industrial into apartment building,"CONVERT WAREHOUSE BLDG TO 9 UNIT RESID, 21 OFF-STREET PARKING SPACE, RETAINS EAST, SOUTH & WEST WALL",9,9,0,0,0,0,0,1120,-9303,0,0,0,0,1120,-537,0,-8766,0,0,0,0,07/10/2013,TBLOMGRE,Paul Bogatsky,Gary Gee,415-863-8881,,,,,CASE TRACKING,D3,,Northeast,Nob Hill,NCD,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,40-X,-122.41942478,37.7950610391,"(37.79506103910, -122.41942478000)"
APN 0694003,1033 POLK ST,PL FILED,06/17/2015,2014.0914,,,R,,Resident,"Build a new 8 story residential mixed-use building to the rear of an existing historic building.  The proposed program is for ground floor and second floor commercial/office space (3,175 sq.ft.) and 6 levels of residential space totaling 7,260 sq.ft. net",,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/09/2014,,,,,FILED,01/01/42172 12:00:00 AM,,,CASE TRACKING,D3,Van Ness Corridor,Downtown,Downtown/Civic Center,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",130-V,-122.420065181,37.7864341627,"(37.78643416270, -122.42006518100)"
APN 4591C057,100 AVOCET WY,CONSTRUCTION,05/28/2015,,201202295141,APARTMENTS,,,Resident,,"TO ERECT 3 STORIES, 9 UNITS RESIDENTIAL BUILDING WITH PRIVATE PARKING.",9,9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2012,,,,,,,"ROUGH FRAME, PA",01/01/42152 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",HP-RA,-122.368682266,37.7287848367,"(37.72878483670, -122.36868226600)"
APN 3985024,131 MISSOURI ST,BP FILED,06/19/2013,2013.0744,201306199977,APARTMENTS,N,,Resident,(9 units Residential) - Demolish existing warehouse building. Construct new residential building consisting of nine units over parking,ERECT 4 STORY 9 UNITS RESIDENTIAL RESIDENCE.,9,9,0,0,0,0,0,0,-5296,0,0,0,0,0,0,0,-5296,0,0,0,0,,BBENDIX,,,,,,,,PERMIT TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,40-X,-122.396412916,37.7646797618,"(37.76467976180, -122.39641291600)"
APN 4591C070,420 INNES AV,CONSTRUCTION,07/30/2015,,201202295144,APARTMENTS,,,Resident,,"TO ERECT 3 STORIES, 9 UNITS RESIDENTIAL BUILDING WITH PARKING.",9,9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2012,,,,,,,REINFORCING STE,01/01/42215 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",HP-RA,-122.368645161,37.7282525416,"(37.72825254160, -122.36864516100)"
APN 4591C059,101 AVOCET WY,CONSTRUCTION,04/03/2015,,201202295142,APARTMENTS,,,Resident,,"ERECT 3 STORIES, 9 DWELLING UNITS W/ PRIVATE GARAGE, TYPE 5, NEW BUILDING.",9,9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2012,,,,,,,"ROUGH FRAME, PA",01/01/42097 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",HP-RA,-122.368467131,37.7286625925,"(37.72866259250, -122.36846713100)"
APN 4591C046,470 INNES AV,CONSTRUCTION,07/30/2015,,201202295145,APARTMENTS,,,Resident,,"TO ERECT 3 STORIES, 9 UNITS RESIDENTIAL BUILDING WITH PRIVATE PARKING.",9,9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2012,,,,,,,REINSPECT REQUI,01/01/42215 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",HP-RA,-122.369113395,37.7285185992,"(37.72851859920, -122.36911339500)"
APN 0503021,1463 LOMBARD ST,BP FILED,04/22/2014,2013.1022,201404223881,APARTMENTS,N,,Resident,,TO ERECT 4 STORIES  9DWELLING UNITS TYPE 5 .,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MWOODS,,,,,,,,PERMIT TRACKING,D2,,Marina,Marina,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,-122.425496279,37.8008589124,"(37.80085891240, -122.42549627900)"
APN 0809020,311 GROVE STREET,PL FILED,10/15/2014,2014.1473,,,N,,Resident,Construction of a new 8 unit multi-family residential structure spanning the length of the site from Grove to Ivy Street.  The project will include one-level of subterranean vehicle and bicycle parking.,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/15/2014,MBOURDRE,Jacqueline Braver,Jacqueline Braver,378-7566,,,,,CASE TRACKING,D5,Market and Octavia,Western Addition,Downtown/Civic Center,NCT,HAYES NCT,50-X,-122.422008064,37.777700848,"(37.77770084800, -122.42200806400)"
APN 4591C073,10 KENNEDY PL,BP FILED,12/05/2014,,201412053170,APARTMENTS,R,,Resident,,ADDITION FLOOR ADDED TO THE BUILDING TAKING UNIT COUNT FROM 21 TO 29. ADDITIONAL PARKING WAS ADDED.,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,HP-RA,SEE HUNTERS POINT REDEVELOPMENT PLAN,HP-RA,-122.367505094,37.7280850184,"(37.72808501840, -122.36750509400)"
APN 4266035,2799 24TH ST,PL FILED,06/18/2015,2014.1258,,,R,,Mixres,Existing laundrymat building will be demolished.  New 8-unit 5-story mixed use residential building will be constructed.  First floor level (street level) will contain 2 commercial spaces and the residential lobby with a bicycle storage.  Four stories ab,,8,8,0,0,0,0,0,2056,-269,0,0,0,0,0,0,0,0,2056,-269,0,0,08/15/2014,,,,,FILED,01/01/42173 12:00:00 AM,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,24TH-MISSION NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,-122.408022059,37.7526480636,"(37.75264806360, -122.40802205900)"
APN 3547032,49 JULIAN AV,PL APPROVED,01/26/2012,2005.0233,,,,,Resident,"Construction of five-story eight-unit residential building of approximately 10,583-sf.  Demolition of existing 1962 light industrial warehouse, presently vacant.  No off-street parking existing and eight proposed.",,8,8,0,0,-1,8,8,0,-2914,0,0,0,0,0,0,0,-2914,0,0,0,0,05/26/2005,NTURRELL,Tony Kim,Tony Kim,246-8855,Approved,01/01/40934 12:00:00 AM,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,UMU,URBAN MIXED USE,45-X,-122.420867824,37.7674173527,"(37.76741735270, -122.42086782400)"
APN 0572013,1458 BROADWAY,BP FILED,05/27/2014,,201405276744,APARTMENTS,R,,Resident,,"

CONSTRUCT N/6 STORIES RESID'L OCCUP. BLDG CHANGE OF USE & VERTICAL ADDITION TO CONVERT A 2 UNIT ST",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D3,,Northeast,Russian Hill,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",65-A,-122.421086817,37.7963395157,"(37.79633951570, -122.42108681700)"
APN 3555036,1785 15TH ST,BP ISSUED,12/18/2013,,201210242702,APARTMENTS,,,Resident,,"ERECT 5-STORY, TYPE 3, 8 DWELLING UNITS BUILDING.",8,8,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/41626 12:00:00 AM,PERMIT TRACKING,D8,Mission (EN),Mission,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,55-X,-122.423806248,37.7662063231,"(37.76620632310, -122.42380624800)"
APN 0937028,"2419, 2421 & 2435 LOMBARD ST",BP FILED,04/13/2012,2011.0924,201204138282,APARTMENTS,N,,Mixres,"Merge 3 lots and convert it to 4 stories condominium bldg. with 12 units and ground floor commercial.  Demolition of existing bldgs. on 3 lots (including one -1 story commercial/residential house, one - 2 stories bldg. with first floor commercial and sec","MERGE 3 LOTS TO CONVERT TO 4 STORIES CONDO BLDG WITH 11 RESIDENTIAL UNITS, (10)2 BEDROOMS,2 BATH, (1",11,8,0,0,-1,10,7,1012,-3788,0,0,0,0,0,0,0,0,1012,-3788,0,0,07/17/2012,ASTARR,Kevin Wong,Ben Wong,999-3388,Approved,01/01/41536 12:00:00 AM,,,CASE TRACKING,D2,,Marina,Marina,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,-122.441502985,37.7988614311,"(37.79886143110, -122.44150298500)"
APN 3196028,1532 OCEAN AV,BP FILED,09/10/2014,,201409106031,APARTMENTS,R,,Resident,,"VERTICAL ADDITION. 2 STORY BUILDING ADDITION OVER EXISTING 2 STORY APT/RETAIL. ADD 4 BEDROOM, 3 BATH",9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D7,Balboa Park,Ingleside,West of Twin Peaks,NCT,OCEAN AVENUE NEIGHBORHOOD COMMERCIAL TRANSIT,45-X,-122.458779281,37.7246970393,"(37.72469703930, -122.45877928100)"
APN 3753042,259 CLARA ST,BP ISSUED,05/13/2015,2013.0106,201305167075,APARTMENTS,N,,Mixres,"Demolition of a 24'-tall, two-story industrial building and construction of 45'-tall, five-story mixed-usel building with eight 2-bedroom residences over ground-floor office, and eight parking spaces. Height of building is 45'.","ERECT 5-STORY, TYPE 5, 1 BASEMENT, 8 UNITS DWELLING BUILDING.",8,8,0,0,-1,8,8,945,-3055,0,0,0,0,945,945,0,-4000,0,0,0,0,,BBENDIX,,,,,,ISSUED,01/01/42137 12:00:00 AM,PERMIT TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,MUR,MIXED USE-RESIDENTIAL,45-X,-122.403505934,37.778347076,"(37.77834707600, -122.40350593400)"
APN 4591C092,51 INNES CT,BP ISSUED,06/29/2015,,201412053181,APARTMENTS,R,,Resident,,ADDITION FLOOR ADDED TO THE BUILDING TAKING UNIT COUNT FROM 21 TO 29. ADDITIONAL PARKING WAS ADDED.,36,8,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42184 12:00:00 AM,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,HP-RA,SEE HUNTERS POINT REDEVELOPMENT PLAN,HP-RA,-122.367512267,37.726933231,"(37.72693323100, -122.36751226700)"
APN 1066060,3150 GEARY BL,CONSTRUCTION,09/17/2007,2003.0263,200207171660,APARTMENT,,,Mixres,"The proposed project involves the demolition of existing 2,850 gsf restaurant and construction of a 13,900 gsf residential building containing 7 dwelling units, 2,270 gsf of retail space and 7 off-street parking spaces.",ERECT A 4 STORIES 7 UNITS RESIDENTIAL BLDG WITH COML,8,8,0,0,-1,7,7,580,580,0,0,0,0,0,0,0,0,580,580,0,0,09/25/2003,LMGIBSON,Richard W,ARS & Ass,415.333.8,Approved,01/01/38043 12:00:00 AM,FLUES/VENTS/DUC,01/01/39342 12:00:00 AM,CASE TRACKING,D2,,Richmond,Presidio Heights,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,-122.453037773,37.7820538116,"(37.78205381160, -122.45303777300)"
APN 1055013,726 PRESIDIO AV,BP FILED,11/12/2014,,201411121318,APARTMENTS,N,,Resident,,"TO ERECT 4 STORIES, 1 BASEMENT, 7 UNITS MULTI-FAMILY RESIDENT.
** MAHER: COMPLIANCE WITH ORDINANCE N",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D2,,Richmond,Western Addition,RM-2,"RESIDENTIAL- MIXED, MODERATE DENSITY",40-X,-122.445930186,37.7849923986,"(37.78499239860, -122.44593018600)"
APN 2393040,2255 TARAVAL ST,PL FILED,08/13/2013,2013.0499,201206203038,APARTMENTS,N,,Resident,"Demolish existing auto service structure.  Erect new 5-story, 7-units residential, 3-units commercial mixed use building with 8 parking spaces.",,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/13/2013,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,NCD,TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT,50-X,-122.490454703,37.7421531501,"(37.74215315010, -122.49045470300)"
APN 3547027,80 JULIAN AV,BP ISSUED,10/27/2011,2009.1095,201011305795,,N,,Mixres,"Lot line adjustment, demo existing residential building,  New construction of Community Facility having housing ground floor with commercial above.","ERECT 4 STORIES, TYPE 5, 7 BEDROOMS OUTPATIENT DENTAL/MEDICAL & CONGREGATE RESIDENCE BUILDING.",7,7,0,-1,-1,0,0,12900,12900,12900,12900,0,0,0,0,0,0,0,0,0,0,11/30/2009,EOROPEZA,Cort Gross,Cort Gross,415-398-3137,APPR/WC,01/01/40395 12:00:00 AM,ISSUED,01/01/40843 12:00:00 AM,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,45-X,-122.421370107,37.766972379,"(37.76697237900, -122.42137010700)"
APN 1153020,1823 TURK ST,BP ISSUED,04/08/2015,,201310119178,2 FAMILY DWELLING,N,,Resident,,"ERECT 4-STORY, TYPE V RESIDENTIAL CONDO.",7,7,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42102 12:00:00 AM,PERMIT TRACKING,D5,,Western Addition,Western Addition,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.43938144,37.7792856504,"(37.77928565040, -122.43938144000)"
APN 3537025,750 14TH ST,BP FILED,06/23/2015,,201506239703,APARTMENTS,R,,Resident,,REMODEL GROUND FL & BASEMENT TO ACCOMMODATE 7 NEW APART UNITS TO AN EXISTING MIXED USE BLDG. REMODEL,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D8,Market and Octavia,Buena Vista,Castro/Upper Market,RTO,RESIDENTIAL TRANSIT ORIENTED DISTRICT,40-X,-122.430293447,37.7678751928,"(37.76787519280, -122.43029344700)"
APN 3755096,5 HALLAM ST,CONSTRUCTION,07/28/2015,,201305036140,APARTMENTS,N,,Resident,,TO ERECT 4 STORIES OF 6 FAMILY DWELLINGS,6,6,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,OK TO POUR,01/01/42213 12:00:00 AM,PERMIT TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,RED,SOUTH OF MARKET RESIDENTIAL ENCLAVE,40-X,-122.408391639,37.7758086205,"(37.77580862050, -122.40839163900)"
APN 3594016,3360 20TH ST,BP APPROVED,10/21/2010,2005.037,200512200747,APARTMENTS,,,Resident,"Conversion of an automotive garage to six 3-BR, 2-BA units on two floors above garage.",TO ERECT 4 STORY 6 DWELLING UNITS,6,6,0,0,-1,0,0,0,-4750,0,0,0,0,0,0,0,-4750,0,0,0,0,08/23/2005,,,,,Approved,,APPROVED,01/01/40472 12:00:00 AM,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",45-X,-122.416153463,37.7590266075,"(37.75902660750, -122.41615346300)"
APN 4591C039,598 HUDSON AV,BP FILED,01/14/2015,,201501145723,APARTMENTS,N,,Resident,,"CONSTRUCT (N) APARTMENT, GARAGE",6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",HP-RA,-122.369320615,37.7295430637,"(37.72954306370, -122.36932061500)"
APN 3642041,854 CAPP ST,BP FILED,02/13/2015,,201502138349,APARTMENTS,N,,Resident,,CONSTRUCT (N) 6-UNIT CONDO.,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,40-X,-122.41773338,37.7530069555,"(37.75300695550, -122.41773338000)"
APN 1609021F,700 36TH AV,BP FILED,09/26/2008,2009.0653,200809262781,APARTMENTS,N,,Mixres,,TO ERECT 6 DWELLING UNIT WITH FOUR STORY NEW BLDG.(COMMERCIAL AND RESIDENTIAL),6,6,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,0,2000,2000,0,0,07/17/2009,,,,,CEQA,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,NC-2,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",40-X,-122.49601103,37.7755402871,"(37.77554028710, -122.49601103000)"
